image_path,chosen_expert,chosen_err_pred,chosen_lat_pred_ms,chosen_cost,gate_ms,feat_ms,err_pred_ms,lat_pred_ms,select_ms,mos,raw_score,expert_latency_ms,latency_ms
/shared/hdd/data/b-s-farrahi/LIVEC/Images/101.bmp,musiq,5.822352671090425,73.38162777000291,6.200382119932824,3.9174800040200353,0.004807021468877792,2.0000910153612494,1.837839954532683,0.033364980481565,66.35954917017587,70.83268737792969,95.1922470703721,99.10972707439214
/shared/hdd/data/b-s-farrahi/LIVEC/Images/102.bmp,musiq,6.958069600721717,62.088621295845726,7.303982829540282,3.8978030206635594,0.006813090294599533,1.9774549873545766,1.8384269205853343,0.03347708843648434,44.69498452012384,52.701133728027344,94.95815902482718,98.85596204549074
/shared/hdd/data/b-s-farrahi/LIVEC/Images/103.bmp,musiq,7.238742449553664,80.1258583585752,7.633699576160911,3.8828899851068854,0.0022810418158769608,1.9896720768883824,1.8155949655920267,0.032557989470660686,39.2345587325164,57.25242233276367,95.50299402326345,99.38588400837034
/shared/hdd/data/b-s-farrahi/LIVEC/Images/104.bmp,musiq,9.007749058844611,71.6078433258057,9.381071125470944,3.8866010727360845,0.0021510059013962746,1.9701869459822774,1.819805009290576,0.032803043723106384,9.22907379891035,27.593341827392578,89.96669994667172,93.85330101940781
/shared/hdd/data/b-s-farrahi/LIVEC/Images/105.bmp,musiq,7.71817381474019,61.02989219982731,8.060786257292985,3.971736994571984,0.0027490314096212387,2.0554460352286696,1.8390929326415062,0.03287801519036293,41.33135141830794,56.380821228027344,10.001617018133402,13.973354012705386
/shared/hdd/data/b-s-farrahi/LIVEC/Images/106.bmp,musiq,4.332062607886866,73.50165204634617,4.710406517900748,3.915425972081721,0.0028440263122320175,1.9820230081677437,1.856766059063375,0.03235496114939451,68.92207631318136,66.68852996826172,10.130804032087326,14.046230004169047
/shared/hdd/data/b-s-farrahi/LIVEC/Images/107.bmp,musiq,8.182180719830411,67.34307605982606,8.543696759457236,3.2776440493762493,0.0024049077183008194,1.7765220254659653,1.4304909855127335,0.02844503615051508,27.957533737773925,26.84586524963379,91.92671102937311,95.20435507874936
/shared/hdd/data/b-s-farrahi/LIVEC/Images/108.bmp,musiq,6.653288679515708,67.84434897815922,7.016230017010672,3.833844093605876,0.0022600870579481125,1.961766043677926,1.794734038412571,0.03360409755259752,75.35151515151514,69.55794525146484,95.31209198758006,99.14593608118594
/shared/hdd/data/b-s-farrahi/LIVEC/Images/109.bmp,musiq,9.953841977082638,66.76930933633365,10.313713705378426,3.8500819355249405,0.002568005584180355,1.956484979018569,1.8175781005993485,0.032423995435237885,50.63793103448276,57.137508392333984,94.90486409049481,98.75494602601975
/shared/hdd/data/b-s-farrahi/LIVEC/Images/10.bmp,musiq,7.693841463596326,59.91213822598531,8.032907393011213,3.812369075603783,0.0023869797587394714,1.941396971233189,1.7939660465344787,0.03244809340685606,82.91071428571429,77.26871490478516,90.28648003004491,94.0988491056487
/shared/hdd/data/b-s-farrahi/LIVEC/Images/110.bmp,musiq,9.431394167365047,64.84622593877457,9.785651346117323,3.9323889650404453,0.007766997441649437,2.0324590150266886,1.8178420141339302,0.032159965485334396,32.13690476190476,39.367218017578125,94.56646803300828,98.49885699804872
/shared/hdd/data/b-s-farrahi/LIVEC/Images/111.bmp,musiq,8.395829339451229,67.2134026838568,8.756974969333072,3.885091980919242,0.002430984750390053,1.960864057764411,1.8430260242894292,0.032803043723106384,51.84153005464481,65.25784301757812,10.112680029124022,13.997772010043263
/shared/hdd/data/b-s-farrahi/LIVEC/Images/112.bmp,musiq,8.68161045734189,69.17958536928438,9.04829829456069,3.0315580079331994,0.002170098014175892,1.573115005157888,1.3885749503970146,0.027536065317690372,30.31875,41.22925567626953,91.57470695208758,94.60626496002078
/shared/hdd/data/b-s-farrahi/LIVEC/Images/113.bmp,musiq,7.568097499119973,72.21989353497759,7.943056733681347,3.8723499746993184,0.0062909675762057304,1.9856409635394812,1.8055340042337775,0.032180920243263245,68.21714285714286,67.62293243408203,95.2018479583785,99.07419793307781
