image_path,chosen_expert,chosen_err_pred,chosen_lat_pred_ms,chosen_cost,gate_ms,feat_ms,err_pred_ms,lat_pred_ms,select_ms,mos,raw_score,expert_latency_ms,latency_ms
/shared/hdd/data/b-s-farrahi/LIVEC/Images/101.bmp,musiq,5.822352671090425,73.38162777000291,5.897958560858905,88.47061393316835,0.004332046955823898,1.9496179884299636,86.4423350431025,0.03325100988149643,66.35954917017587,70.83268737792969,10.195884038694203,98.66649797186255
/shared/hdd/data/b-s-farrahi/LIVEC/Images/102.bmp,musiq,6.958069600721717,62.088621295845726,7.02725224648543,3.8668180350214243,0.007244991138577461,1.9870350370183587,1.7849149880930781,0.03239000216126442,44.69498452012384,52.701133728027344,94.57227890379727,98.4390969388187
/shared/hdd/data/b-s-farrahi/LIVEC/Images/103.bmp,musiq,7.238742449553664,80.1258583585752,7.317733874875113,3.879892057739198,0.0023150350898504257,1.9866740331053734,1.816669013351202,0.03285903949290514,39.2345587325164,57.25242233276367,95.09434294886887,98.97423500660807
/shared/hdd/data/b-s-farrahi/LIVEC/Images/104.bmp,musiq,9.007749058844611,71.6078433258057,9.082413472169877,3.931744024157524,0.0023900065571069717,1.9918909529224038,1.8627280369400978,0.032791984267532825,9.22907379891035,27.593341827392578,95.35471897106618,99.2864629952237
/shared/hdd/data/b-s-farrahi/LIVEC/Images/105.bmp,musiq,7.71817381474019,61.02989219982731,7.786696303250749,3.8954069605097175,0.002153916284441948,1.9964759703725576,1.8212050199508667,0.033134943805634975,41.33135141830794,56.380821228027344,95.0047840597108,98.90019102022052
/shared/hdd/data/b-s-farrahi/LIVEC/Images/106.bmp,musiq,4.332062607886866,73.50165204634617,4.407731389889642,3.884528996422887,0.002346932888031006,1.9990840228274465,1.809242065064609,0.032279989682137966,68.92207631318136,66.68852996826172,94.39610503613949,98.28063403256238
/shared/hdd/data/b-s-farrahi/LIVEC/Images/107.bmp,musiq,8.182180719830411,67.34307605982606,8.254483927755777,3.9849990280345082,0.002484070137143135,2.030219999141991,1.8725090194493532,0.037106103263795376,27.957533737773925,26.84586524963379,9.253508993424475,13.238508021458983
/shared/hdd/data/b-s-farrahi/LIVEC/Images/108.bmp,musiq,6.653288679515708,67.84434897815922,6.725876947014701,84.27454996854067,0.0020459992811083794,82.34183897729963,1.859986106865108,0.03400992136448622,75.35151515151514,69.55794525146484,10.069442098028958,94.34399206656963
/shared/hdd/data/b-s-farrahi/LIVEC/Images/109.bmp,musiq,9.953841977082638,66.76930933633365,10.025816322741795,3.3665349474176764,0.0023730099201202393,1.8824940780177712,1.4132619835436344,0.027914997190237045,50.63793103448276,57.137508392333984,92.52193500287831,95.88846995029598
/shared/hdd/data/b-s-farrahi/LIVEC/Images/10.bmp,musiq,7.693841463596326,59.91213822598531,7.761654649479303,3.898648079484701,0.0022760359570384026,2.003206987865269,1.8178120953962207,0.03345310688018799,82.91071428571429,77.26871490478516,94.96076707728207,98.85941515676677
/shared/hdd/data/b-s-farrahi/LIVEC/Images/110.bmp,musiq,9.431394167365047,64.84622593877457,9.502245603115503,3.9324240060523152,0.006415997631847858,2.0023969700559974,1.8493259558454156,0.03282702527940273,32.13690476190476,39.367218017578125,95.00358195509762,98.93600596114993
/shared/hdd/data/b-s-farrahi/LIVEC/Images/111.bmp,musiq,8.395829339451229,67.2134026838568,8.468058465427598,3.8869050331413746,0.0024830223992466927,1.974795013666153,1.8312459578737617,0.03284798003733158,51.84153005464481,65.25784301757812,95.21192091051489,99.09882594365627
/shared/hdd/data/b-s-farrahi/LIVEC/Images/112.bmp,musiq,8.68161045734189,69.17958536928438,8.75494802478565,3.876517992466688,0.0024799956008791924,1.9791040103882551,1.8190649570897222,0.03384205047041178,30.31875,41.22925567626953,89.98648694250733,93.86300493497401
/shared/hdd/data/b-s-farrahi/LIVEC/Images/113.bmp,musiq,7.568097499119973,72.21989353497759,7.643089346032248,3.974420949816704,0.008373986929655075,2.0169710041955113,1.8738469807431102,0.03289396408945322,68.21714285714286,67.62293243408203,9.926710044965148,13.901130994781852
/shared/hdd/data/b-s-farrahi/LIVEC/Images/114.bmp,tres,5.902898284658151,100.44345750455531,5.9906077917950675,88.45402195584029,0.0025639310479164124,86.53183095157146,1.8470990471541882,0.032831914722919464,24.871134020618555,17.42576789855957,96.07570699881762,184.5297289546579
/shared/hdd/data/b-s-farrahi/LIVEC/Images/115.bmp,musiq,8.69598331442729,68.71352858855387,8.769060974940018,3.904207027517259,0.0027909409254789352,1.9705030135810375,1.856272923760116,0.03304402343928814,31.293785310734464,42.01005172729492,98.45473896712065,102.3589459946379
/shared/hdd/data/b-s-farrahi/LIVEC/Images/116.bmp,musiq,9.583181468838696,82.36146480807255,9.663233278793584,3.9088340708985925,0.008133938536047935,2.005101996473968,1.8220780184492469,0.03202306106686592,26.097701149425287,40.13188552856445,9.714917978271842,13.623752049170434
/shared/hdd/data/b-s-farrahi/LIVEC/Images/117.bmp,musiq,9.816297820185984,68.94438909081369,9.889504441650658,83.3256640471518,0.00234297476708889,1.5485179610550404,1.4208119828253984,80.32071508932859,70.4327485380117,68.09988403320312,10.036978055723011,93.36264210287482
/shared/hdd/data/b-s-farrahi/LIVEC/Images/118.bmp,musiq,7.150529585405142,73.64217690483873,7.226271873233132,4.025995964184403,0.006029033102095127,2.040565013885498,1.9025909714400768,0.03408396150916815,26.530864197530864,53.99428176879883,94.57815391942859,98.60414988361299
